ElementId,Category,Family,Type,Level,Mark,System Name,System Type,Service Type,Classification,Size,Diameter,Width,Height,Length,Area,Volume,Material,Weight,Unit Weight,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in),Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot
1136699,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"5""x12""-5""x5""",,,,"4 1/2""x12""-4 1/2""x4 1/2""",1 SF,0.19 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,1.57,,,4.5,12,Point,0.471,154.552,25.708,,,,,,,0,0.471,154.364,25.208,1.226,154.739,26.208,0.848,154.552,25.708,,"Area=1 SF | Computed Length=9"" | Duct Height 1=12"" | Duct Height 2=5"" | Duct Length=9"" | Duct Width 1=5"" | Duct Width 2=5"" | Free Size=4 1/2""x12""-4 1/2""x4 1/2"" | Half Height 1=6"" | Half Height 2=2"" | Half Width 1=2"" | Half Width 2=2"" | HeightDelta=8"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=9"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=6"" | OffsetWidth=2 1/4"" | Overall Size=4 1/2""x12""-4 1/2""x4 1/2"" | Pressure Drop=0.00 in-wg | Size=5""x12""-5""x5"" | Volume=0.19 CF | WidthDelta=0"" | WidthOffset=120"""
1136701,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"3""x5""-3""ø","3""","3""","5""","3""x4 1/2""-3""ø",0 SF,0.01 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,4.5,Point,20.215,154.822,24.7,,,,,,,90,20.09,154.822,24.513,20.34,154.973,24.888,20.215,154.898,24.7,,"Area=0 SF | Duct Diameter=3"" | Duct Height=5"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x4 1/2""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=1"" | Length 6=1"" | Length 7=2"" | Length 8=0"" | Length01=2"" | Lining Thickness=0"" | OffsetHeight=2 1/4"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.015625 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x4 1/2""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x5""-3""ø | Volume=0.01 CF"
1136702,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 0,,Mechanical Supply Air 4,Supply Air,,,"4""x4""-3""ø","3""","4""","4""","4""x4""-3""ø",0 SF,0.01 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,4,4,Point,20.18,156.58,24.333,,,,,,,240,20.014,156.413,24.333,20.347,156.747,24.434,20.18,156.58,24.384,,"Area=0 SF | Duct Diameter=3"" | Duct Height=4"" | Duct Radius=2"" | Duct Width=4"" | Free Size=4""x4""-3""ø | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Length 3=0"" | Length 4=0"" | Length 5=1"" | Length 6=1"" | Length 7=1"" | Length 8=1"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.013889 | OffsetWidth=2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.013889 | Overall Size=4""x4""-3""ø | Pressure Drop=0.00 in-wg | Size=4""x4""-3""ø | Volume=0.01 CF"
1136705,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x12""-11""x12""",,,,"12""x12""-11""x12""",1 SF,0.10 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,10.398,,,12,12,Point,-0.071,158.803,25.708,,,,,,,270,-0.571,158.703,25.208,0.429,158.803,26.208,-0.071,158.753,25.708,,"Area=1 SF | Computed Length=1"" | Duct Height 1=12"" | Duct Height 2=12"" | Duct Length=1"" | Duct Width 1=12"" | Duct Width 2=11"" | Free Size=12""x12""-11""x12"" | Half Height 1=6"" | Half Height 2=6"" | Half Width 1=6"" | Half Width 2=6"" | HeightDelta=0"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=2"" | Length 2=1"" | Lining Thickness=0"" | OffsetHeight=6"" | OffsetWidth=6"" | Overall Size=12""x12""-11""x12"" | Pressure Drop=0.00 in-wg | Size=12""x12""-11""x12"" | Volume=0.10 CF | WidthDelta=1"" | WidthOffset=120"""
1136706,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"3""x12""-3""ø","3""","3""","12""","3""x12""-3""ø",1 SF,0.14 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,12,Point,0.513,159.012,25.708,,,,,,,0,0.513,158.887,25.208,1.418,159.137,26.208,0.965,159.012,25.708,,"Area=1 SF | Duct Diameter=3"" | Duct Height=12"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x12""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=5"" | Length 6=5"" | Length 7=11"" | Length 8=0"" | Length01=11"" | Lining Thickness=0"" | OffsetHeight=6"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.041667 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x12""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x12""-3""ø | Volume=0.14 CF"
1136707,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"3""x12""-3""ø","3""","3""","12""","3""x12""-3""ø",1 SF,0.14 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,12,Point,0.513,165.083,25.708,,,,,,,0,0.513,164.958,25.208,1.418,165.208,26.208,0.965,165.083,25.708,,"Area=1 SF | Duct Diameter=3"" | Duct Height=12"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x12""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=5"" | Length 6=5"" | Length 7=11"" | Length 8=0"" | Length01=11"" | Lining Thickness=0"" | OffsetHeight=6"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.041667 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x12""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x12""-3""ø | Volume=0.14 CF"
1136708,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x13""-12""x12""",,,,"12""x13""-12""x12""",1 SF,0.10 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,11.575,,,12,13,Point,-0.071,171.437,25.708,,,,,,,270,-0.571,171.337,25.167,0.429,171.437,26.25,-0.071,171.387,25.708,,"Area=1 SF | Computed Length=1"" | Duct Height 1=13"" | Duct Height 2=12"" | Duct Length=1"" | Duct Width 1=12"" | Duct Width 2=12"" | Free Size=12""x13""-12""x12"" | Half Height 1=7"" | Half Height 2=6"" | Half Width 1=6"" | Half Width 2=6"" | HeightDelta=1"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=6 1/2"" | OffsetWidth=6"" | Overall Size=12""x13""-12""x12"" | Pressure Drop=0.00 in-wg | Size=12""x13""-12""x12"" | Volume=0.10 CF | WidthDelta=0"" | WidthOffset=120"""
1136709,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"3""x13""-3""ø","3""","3""","13""","3""x13""-3""ø",1 SF,0.16 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,13,Point,0.513,171.646,25.708,,,,,,,0,0.513,171.521,25.167,1.519,171.771,26.25,1.016,171.646,25.708,,"Area=1 SF | Duct Diameter=3"" | Duct Height=13"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x13""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=5"" | Length 6=5"" | Length 7=12"" | Length 8=0"" | Length01=12"" | Lining Thickness=0"" | OffsetHeight=6 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.045139 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x13""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x13""-3""ø | Volume=0.16 CF"
1136714,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"13""x14""-12""x13""",,,,"13""x14""-12""x13""",1 SF,0.12 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,12.556,,,13,14,Point,-0.071,184.258,25.708,,,,,,,270,-0.612,184.157,25.125,0.471,184.258,26.292,-0.071,184.207,25.708,,"Area=1 SF | Computed Length=1"" | Duct Height 1=14"" | Duct Height 2=13"" | Duct Length=1"" | Duct Width 1=13"" | Duct Width 2=12"" | Free Size=13""x14""-12""x13"" | Half Height 1=7"" | Half Height 2=7"" | Half Width 1=7"" | Half Width 2=6"" | HeightDelta=1"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Lining Thickness=0"" | OffsetHeight=7"" | OffsetWidth=6 1/2"" | Overall Size=13""x14""-12""x13"" | Pressure Drop=0.00 in-wg | Size=13""x14""-12""x13"" | Volume=0.12 CF | WidthDelta=1"" | WidthOffset=120"""
1136715,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"5""x14""-5""x5""",,,,"4 1/2""x14""-4 1/2""x4 1/2""",1 SF,0.28 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,,,,4.5,14,Point,0.554,184.528,25.708,,,,,,,0,0.554,184.341,25.125,1.51,184.716,26.292,1.032,184.528,25.708,,"Area=1 SF | Computed Length=11"" | Duct Height 1=14"" | Duct Height 2=5"" | Duct Length=11"" | Duct Width 1=5"" | Duct Width 2=5"" | Free Size=4 1/2""x14""-4 1/2""x4 1/2"" | Half Height 1=7"" | Half Height 2=2"" | Half Width 1=2"" | Half Width 2=2"" | HeightDelta=10"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=11"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=7"" | OffsetWidth=2 1/4"" | Overall Size=4 1/2""x14""-4 1/2""x4 1/2"" | Pressure Drop=0.00 in-wg | Size=5""x14""-5""x5"" | Volume=0.28 CF | WidthDelta=0"" | WidthOffset=120"""
1136718,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 4,Supply Air,,,"3""x13""-3""x3""",,,,"3""x13""-3""x3""",1 SF,0.17 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,0.392,,,3,13,Point,0.513,179.146,25.708,,,,,,,0,0.513,179.021,25.167,1.519,179.271,26.25,1.016,179.146,25.708,,"Area=1 SF | Computed Length=12"" | Duct Height 1=13"" | Duct Height 2=3"" | Duct Length=12"" | Duct Width 1=3"" | Duct Width 2=3"" | Free Size=3""x13""-3""x3"" | Half Height 1=7"" | Half Height 2=2"" | Half Width 1=2"" | Half Width 2=2"" | HeightDelta=10"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=12"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=6 1/2"" | OffsetWidth=1 1/2"" | Overall Size=3""x13""-3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x13""-3""x3"" | Volume=0.17 CF | WidthDelta=0"" | WidthOffset=120"""
1136763,Duct Fittings,Rectangular Transition - Angle,45 Degree,L 0,,Mechanical Supply Air 4,Supply Air,,,"18""x14""-15""x16""",,,,"18""x14""-15""x16""",1 SF,0.52 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,16.676,,,18,16,Point,28.798,183.04,13.25,,,,,,,240,28.048,182.373,13.25,29.548,183.706,13.552,28.798,183.04,13.401,,"Area=1 SF | Computed Length=4"" | Duct Height 1=14"" | Duct Height 2=16"" | Duct Length=4"" | Duct Width 1=18"" | Duct Width 2=15"" | Free Size=18""x14""-15""x16"" | Half Height 1=7"" | Half Height 2=8"" | Half Width 1=9"" | Half Width 2=8"" | HeightDelta=2"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=2"" | Length 2=4"" | Lining Thickness=0"" | OffsetHeight=7"" | OffsetWidth=9"" | Overall Size=18""x14""-15""x16"" | Pressure Drop=0.00 in-wg | Size=18""x14""-15""x16"" | Volume=0.52 CF | WidthDelta=3"" | WidthOffset=120"""
1139452,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,165 m³/h,165 m³/h,0.06 in-wg,,,,,,,,1,1.619,,,6,6,Point,78.116,188.508,9.833,,,,,,,0,76.466,186.858,9.833,79.766,190.158,10.167,78.116,188.508,10,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=165 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1139459,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,165 m³/h,165 m³/h,0.06 in-wg,,,,,,,,1,1.619,,,6,6,Point,99.098,188.508,9.833,,,,,,,0,97.448,186.858,9.833,100.748,190.158,10.167,99.098,188.508,10,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=165 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1139544,Air Terminals,Supply Diffuser,6x6 Connection 3,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,20 m³/h,20 m³/h,0.06 in-wg,,,,,,,,1,0.196,,,3,3,Point,105.382,186.65,12,,,,,,,0,104.419,185.687,12,106.344,187.612,12.333,105.382,186.65,12.167,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=20 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
1139709,Air Terminals,Supply Diffuser,6x6 Connection 3,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,20 m³/h,20 m³/h,0.06 in-wg,,,,,,,,1,0.196,,,3,3,Point,114.045,186.65,12,,,,,,,0,113.083,185.687,12,115.008,187.612,12.333,114.045,186.65,12.167,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=20 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
1142969,Ducts,,Mitered Elbows / Tees,L 0,,Mechanical Supply Air 4,Supply Air,,,"16""x17""",,"16""","17""","0' - 1 9/32""",1 SF,,,,,"0""","0""",370 m³/h,370 m³/h,0.00 in-wg,,,,,,,,2,7.259,,,16,17,Curve,75.106,185.965,13.583,75.053,185.965,13.583,75.158,185.965,13.583,,75.053,185.297,12.874,75.158,186.634,14.293,75.106,185.965,13.583,,"Additional Flow=0 m³/h | Area=1 SF | Flow=370 m³/h | Free Size=16""x17"" | Height=17"" | Hydraulic Diameter=16"" | Insulation Thickness=0"" | Length=0' - 1 9/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=12' - 10 1/2"" | Lower End Top of Insulation Elevation=14' - 3 1/2"" | Overall Size=16""x17"" | Pressure Drop=0.00 in-wg | Size=16""x17"" | Size Lock=False | Upper End Bottom of Insulation Elevation=12' - 10 1/2"" | Upper End Top of Insulation Elevation=14' - 3 1/2"" | Velocity Pressure=0.00 in-wg | Width=16"""
1143056,Duct Fittings,Rectangular Tee,Standard,L 0,,Mechanical Supply Air 4,Supply Air,,,"9""x9""-9""x9""-6""x9""",,,"9""","9""x9""-9""x9""-6""x9""",,0.41 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,7.259,,,9,9,Point,78.102,185.025,13.583,,,,,,,180,77.768,184.65,13.208,78.435,185.483,13.958,78.102,185.066,13.583,,"Duct Height=9"" | Duct Length 1=4"" | Duct Length 3=6"" | Duct Width 1=9"" | Duct Width 3=6"" | Free Size=9""x9""-9""x9""-6""x9"" | Insulation Thickness=0"" | Length1a=3"" | Length3a=5"" | Lining Thickness=0"" | Overall Size=9""x9""-9""x9""-6""x9"" | Size=9""x9""-9""x9""-6""x9"" | Volume=0.41 CF"
1143057,Ducts,,Mitered Elbows / Tees,L 0,,Mechanical Supply Air 4,Supply Air,,,"7""x7""",,"7""","7""","10' - 4 21/32""",24 SF,,,,,"0""","0""",205 m³/h,205 m³/h,0.00 in-wg,,,,,,,,2,4.022,,,7,7,Curve,93.571,185.025,12.5,88.377,185.025,12.5,98.765,185.025,12.5,,88.377,184.733,12.208,98.765,185.316,12.792,93.571,185.025,12.5,,"Additional Flow=0 m³/h | Area=24 SF | Flow=205 m³/h | Free Size=7""x7"" | Height=7"" | Hydraulic Diameter=7"" | Insulation Thickness=0"" | Length=10' - 4 21/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=12' - 2 1/2"" | Lower End Top of Insulation Elevation=12' - 9 1/2"" | Overall Size=7""x7"" | Pressure Drop=0.00 in-wg | Size=7""x7"" | Size Lock=False | Upper End Bottom of Insulation Elevation=12' - 2 1/2"" | Upper End Top of Insulation Elevation=12' - 9 1/2"" | Velocity Pressure=0.01 in-wg | Width=7"""
1143085,Duct Fittings,Rectangular Tee,Standard,L 0,,Mechanical Supply Air 4,Supply Air,,,"7""x7""-7""x7""-6""x7""",,,"7""","7""x7""-7""x7""-6""x7""",,0.25 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,4.022,,,7,7,Point,99.098,185.025,12.5,,,,,,,180,98.765,184.733,12.208,99.431,185.4,12.792,99.098,185.066,12.5,,"Duct Height=7"" | Duct Length 1=4"" | Duct Length 3=5"" | Duct Width 1=7"" | Duct Width 3=6"" | Free Size=7""x7""-7""x7""-6""x7"" | Insulation Thickness=0"" | Length1a=3"" | Length3a=4"" | Lining Thickness=0"" | Overall Size=7""x7""-7""x7""-6""x7"" | Size=7""x7""-7""x7""-6""x7"" | Volume=0.25 CF"
1143116,Flex Ducts,,Flex - Round,L 1,,Mechanical Supply Air 4,Supply Air,,,"7""ø","7""",,,"4' - 0 7/8""",,,,,,"0""","0""",165 m³/h,165 m³/h,0.00 in-wg,,,,,,,,2,3.237,,7,,,Curve,99.098,187.004,11.384,99.098,185.5,12.5,99.098,188.508,10.267,,98.806,185.5,10.267,99.39,188.8,12.792,99.098,187.15,11.529,,"Additional Flow=0 m³/h | Diameter=7"" | Flow=165 m³/h | Free Size=7""ø | Hydraulic Diameter=7"" | Insulation Thickness=0"" | Length=4' - 0 7/8"" | Lining Thickness=0"" | Overall Size=7""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.01 in-wg"
1143736,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,155 m³/h,155 m³/h,0.06 in-wg,,,,,,,,1,1.52,,,6,6,Point,61.898,164.009,11.417,,,,,,,0,60.248,162.359,11.417,63.548,165.659,11.75,61.898,164.009,11.583,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=155 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1144040,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,155 m³/h,155 m³/h,0.06 in-wg,,,,,,,,1,1.52,,,6,6,Point,61.898,150.581,11.417,,,,,,,0,60.248,148.931,11.417,63.548,152.231,11.75,61.898,150.581,11.583,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=155 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1144167,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,155 m³/h,155 m³/h,0.06 in-wg,,,,,,,,1,1.52,,,6,6,Point,79.515,164.009,11.417,,,,,,,0,77.865,162.359,11.417,81.165,165.659,11.75,79.515,164.009,11.583,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=155 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1144320,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,155 m³/h,155 m³/h,0.06 in-wg,,,,,,,,1,1.52,,,6,6,Point,79.515,150.581,11.417,,,,,,,0,77.865,148.931,11.417,81.165,152.231,11.75,79.515,150.581,11.583,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=155 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1144421,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,155 m³/h,155 m³/h,0.06 in-wg,,,,,,,,1,1.52,,,6,6,Point,96.046,164.009,11.417,,,,,,,0,94.396,162.359,11.417,97.696,165.659,11.75,96.046,164.009,11.583,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=155 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1144720,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,155 m³/h,155 m³/h,0.06 in-wg,,,,,,,,1,1.52,,,6,6,Point,96.046,150.581,11.417,,,,,,,0,94.396,148.931,11.417,97.696,152.231,11.75,96.046,150.581,11.583,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=155 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1144803,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,155 m³/h,155 m³/h,0.06 in-wg,,,,,,,,1,1.52,,,6,6,Point,115.715,150.581,11.417,,,,,,,0,114.065,148.931,11.417,117.365,152.231,11.75,115.715,150.581,11.583,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=155 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1145004,Air Terminals,Supply Diffuser,12x12 Connection 2,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,155 m³/h,155 m³/h,0.06 in-wg,,,,,,,,1,1.52,,,6,6,Point,115.715,164.009,11.417,,,,,,,0,114.065,162.359,11.417,117.365,165.659,11.75,115.715,164.009,11.583,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=155 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1145313,Ducts,,Mitered Elbows / Tees,L 0,,Mechanical Supply Air 4,Supply Air,,,"8""x9""",,"8""","9""","19' - 0 1/32""",54 SF,,,,,"0""","0""",310 m³/h,310 m³/h,0.01 in-wg,,,,,,,,2,6.082,,,8,9,Curve,105.88,154.21,12.333,96.379,154.21,12.333,115.382,154.21,12.333,,96.379,153.877,11.958,115.382,154.544,12.708,105.88,154.21,12.333,,"Additional Flow=0 m³/h | Area=54 SF | Flow=310 m³/h | Free Size=8""x9"" | Height=9"" | Hydraulic Diameter=8"" | Insulation Thickness=0"" | Length=19' - 0 1/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=11' - 11 1/2"" | Lower End Top of Insulation Elevation=12' - 8 1/2"" | Overall Size=8""x9"" | Pressure Drop=0.01 in-wg | Size=8""x9"" | Size Lock=False | Upper End Bottom of Insulation Elevation=11' - 11 1/2"" | Upper End Top of Insulation Elevation=12' - 8 1/2"" | Velocity Pressure=0.01 in-wg | Width=8"""
1145345,Ducts,,Mitered Elbows / Tees,L 0,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""","0' - 2 1/4""",0 SF,,,,,"0""","0""",155 m³/h,155 m³/h,0.00 in-wg,,,,,,,,2,3.041,,,6,6,Curve,61.898,153.399,12.333,61.898,153.492,12.333,61.898,153.305,12.333,,61.648,153.305,12.083,62.148,153.492,12.583,61.898,153.399,12.333,,"Additional Flow=0 m³/h | Area=0 SF | Flow=155 m³/h | Free Size=6""x6"" | Height=6"" | Hydraulic Diameter=6"" | Insulation Thickness=0"" | Length=0' - 2 1/4"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=12' - 1"" | Lower End Top of Insulation Elevation=12' - 7"" | Overall Size=6""x6"" | Pressure Drop=0.00 in-wg | Size=6""x6"" | Size Lock=False | Upper End Bottom of Insulation Elevation=12' - 1"" | Upper End Top of Insulation Elevation=12' - 7"" | Velocity Pressure=0.01 in-wg | Width=6"""
