ElementId,Category,Family,Type,Level,Mark,System Name,System Type,Service Type,Classification,Size,Diameter,Width,Height,Length,Area,Volume,Material,Weight,Unit Weight,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in),Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot
1092863,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Exhaust Air 1,Exhaust Air,,,"14""x14""",,"14""","14""","1' - 3 5/32""",6 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2,,,,14,14,Curve,73.918,197.715,26.193,73.918,197.715,25.562,73.918,197.715,26.824,,73.334,197.132,25.562,74.501,198.299,26.824,73.918,197.715,26.193,,"Additional Flow=0 m³/h | Area=6 SF | Flow=0 m³/h | Free Size=14""x14"" | Height=14"" | Hydraulic Diameter=14"" | Insulation Thickness=0"" | Length=1' - 3 5/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=40' - 6 3/4"" | Lower End Top of Insulation Elevation=40' - 6 3/4"" | Overall Size=14""x14"" | Pressure Drop=0.00 in-wg | Size=14""x14"" | Size Lock=False | Upper End Bottom of Insulation Elevation=41' - 9 7/8"" | Upper End Top of Insulation Elevation=41' - 9 7/8"" | Velocity Pressure=0.00 in-wg | Width=14"""
1092924,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,77.791,194.916,9.833,,,,,,,0,76.691,193.816,9.833,78.891,196.016,10.167,77.791,194.916,10,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1093091,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,99.109,194.916,9.833,,,,,,,0,98.009,193.816,9.833,100.209,196.016,10.167,99.109,194.916,10,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1093192,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,81.548,194.916,9.833,,,,,,,0,80.448,193.816,9.833,82.648,196.016,10.167,81.548,194.916,10,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1093279,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,91.102,194.916,9.833,,,,,,,0,90.002,193.816,9.833,92.202,196.016,10.167,91.102,194.916,10,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1093318,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,85.886,194.916,9.833,,,,,,,0,84.786,193.816,9.833,86.986,196.016,10.167,85.886,194.916,10,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1093417,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,95.165,194.916,9.833,,,,,,,0,94.065,193.816,9.833,96.265,196.016,10.167,95.165,194.916,10,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1093629,Duct Fittings,Rectangular Tee,Standard,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"11""x12""-11""x12""-9""x12""",,,"12""","11""x12""-11""x12""-9""x12""",,0.90 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,,,,11,12,Point,73.918,197.715,12.458,,,,,,,120,73.459,197.215,12,74.459,198.215,12.917,73.959,197.715,12.458,,"Duct Height=12"" | Duct Length 1=6"" | Duct Length 3=7"" | Duct Width 1=11"" | Duct Width 3=9"" | Free Size=11""x12""-11""x12""-9""x12"" | Insulation Thickness=0"" | Length1a=5"" | Length3a=6"" | Lining Thickness=0"" | Overall Size=11""x12""-11""x12""-9""x12"" | Size=11""x12""-11""x12""-9""x12"" | Volume=0.90 CF"
1093833,Ducts,,Mitered Elbows / Tees,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"4""x4""",,"4""","4""","3' - 3 11/16""",4 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2,,,,3.5,3.5,Curve,97.198,197.715,12.458,95.545,197.715,12.458,98.851,197.715,12.458,,95.545,197.569,12.313,98.851,197.861,12.604,97.198,197.715,12.458,,"Additional Flow=0 m³/h | Area=4 SF | Flow=0 m³/h | Free Size=3 1/2""x3 1/2"" | Height=4"" | Hydraulic Diameter=4"" | Insulation Thickness=0"" | Length=3' - 3 11/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=12' - 3 3/4"" | Lower End Top of Insulation Elevation=12' - 7 1/4"" | Overall Size=3 1/2""x3 1/2"" | Pressure Drop=0.00 in-wg | Size=4""x4"" | Size Lock=False | Upper End Bottom of Insulation Elevation=12' - 3 3/4"" | Upper End Top of Insulation Elevation=12' - 7 1/4"" | Velocity Pressure=0.00 in-wg | Width=4"""
1093963,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""","3' - 4 7/32""",3 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2,,,,3,3,Curve,97.227,197.715,24.583,95.552,197.715,24.583,98.903,197.715,24.583,,95.552,197.59,24.458,98.903,197.84,24.708,97.227,197.715,24.583,,"Additional Flow=0 m³/h | Area=3 SF | Flow=0 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=3' - 4 7/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 5 1/2"" | Lower End Top of Insulation Elevation=9' - 8 1/2"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 5 1/2"" | Upper End Top of Insulation Elevation=9' - 8 1/2"" | Velocity Pressure=0.00 in-wg | Width=3"""
1093972,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Exhaust Air 1,Exhaust Air,,,"11""x12""",,"11""","12""","0' - 3 5/8""",1 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2,,,,11,12,Curve,73.918,197.715,25.109,73.918,197.715,24.958,73.918,197.715,25.26,,73.418,197.257,24.958,74.418,198.174,25.26,73.918,197.715,25.109,,"Additional Flow=0 m³/h | Area=1 SF | Flow=0 m³/h | Free Size=11""x12"" | Height=12"" | Hydraulic Diameter=11"" | Insulation Thickness=0"" | Length=0' - 3 5/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=39' - 11 1/2"" | Lower End Top of Insulation Elevation=39' - 11 1/2"" | Overall Size=11""x12"" | Pressure Drop=0.00 in-wg | Size=11""x12"" | Size Lock=False | Upper End Bottom of Insulation Elevation=40' - 3 1/8"" | Upper End Top of Insulation Elevation=40' - 3 1/8"" | Velocity Pressure=0.00 in-wg | Width=11"""
1094072,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,77.754,194.625,23.833,,,,,,,0,76.654,193.525,23.833,78.854,195.725,24.167,77.754,194.625,24,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1094079,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,81.623,194.625,23.833,,,,,,,0,80.523,193.525,23.833,82.723,195.725,24.167,81.623,194.625,24,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1094090,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,86.454,194.625,23.833,,,,,,,0,85.354,193.525,23.833,87.554,195.725,24.167,86.454,194.625,24,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1094097,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,99.111,194.625,23.833,,,,,,,0,98.011,193.525,23.833,100.211,195.725,24.167,99.111,194.625,24,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1094104,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,91.096,194.625,23.833,,,,,,,0,89.996,193.525,23.833,92.196,195.725,24.167,91.096,194.625,24,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1094124,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,95.243,194.625,23.833,,,,,,,0,94.143,193.525,23.833,96.343,195.725,24.167,95.243,194.625,24,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1094978,Duct Fittings,Rectangular Tee,Standard,L 0,,Mechanical Supply Air 4,Supply Air,,,"18""x14""-18""x14""-14""x14""",,,"14""","18""x14""-18""x14""-14""x14""",,2.45 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,17.265,,,18,14,Point,28.798,183.04,12.583,,,,,,,240,27.965,182.456,11.917,29.548,183.623,13.25,28.757,183.04,12.583,,"Duct Height=14"" | Duct Length 1=8"" | Duct Length 3=10"" | Duct Width 1=18"" | Duct Width 3=14"" | Free Size=18""x14""-18""x14""-14""x14"" | Insulation Thickness=0"" | Length1a=7"" | Length3a=9"" | Lining Thickness=0"" | Overall Size=18""x14""-18""x14""-14""x14"" | Size=18""x14""-18""x14""-14""x14"" | Volume=2.45 CF"
1094979,Ducts,,Mitered Elbows / Tees,L 0,,Mechanical Supply Air 4,Supply Air,,,"15""x16""",,"15""","16""","11' - 3 15/32""",58 SF,,,,,"0""","0""",850 m³/h,850 m³/h,0.00 in-wg,,,,,,,,2,16.676,,,15,16,Curve,28.798,183.04,19.196,28.798,183.04,24.841,28.798,183.04,13.552,,28.173,182.373,13.552,29.423,183.706,24.841,28.798,183.04,19.196,,"Additional Flow=0 m³/h | Area=58 SF | Flow=850 m³/h | Free Size=15""x16"" | Height=16"" | Hydraulic Diameter=15"" | Insulation Thickness=0"" | Length=11' - 3 15/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 6 5/8"" | Lower End Top of Insulation Elevation=13' - 6 5/8"" | Overall Size=15""x16"" | Pressure Drop=0.00 in-wg | Size=15""x16"" | Size Lock=False | Upper End Bottom of Insulation Elevation=24' - 10 3/32"" | Upper End Top of Insulation Elevation=24' - 10 3/32"" | Velocity Pressure=0.01 in-wg | Width=15"""
1098430,Ducts,,Mitered Elbows / Tees,L 0,,Mechanical Return Air 31,Return Air,,,"14""x13""",,"14""","13""","3' - 11 23/32""",18 SF,,,,,"0""","0""",7646 m³/h,7646 m³/h,0.05 in-wg,,,,,,,,2,150,,,14,13,Curve,71.37,188.388,13.667,73.359,188.388,13.667,69.382,188.388,13.667,,69.382,187.804,13.125,73.359,188.971,14.208,71.37,188.388,13.667,,"Additional Flow=0 m³/h | Area=18 SF | Flow=7646 m³/h | Free Size=14""x13"" | Height=13"" | Hydraulic Diameter=13"" | Insulation Thickness=0"" | Length=3' - 11 23/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 1 1/2"" | Lower End Top of Insulation Elevation=14' - 2 1/2"" | Overall Size=14""x13"" | Pressure Drop=0.05 in-wg | Size=14""x13"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 1 1/2"" | Upper End Top of Insulation Elevation=14' - 2 1/2"" | Velocity Pressure=0.79 in-wg | Width=14"""
1115618,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,77.571,195.392,-5.167,,,,,,,0,76.471,194.292,-5.167,78.671,196.492,-4.833,77.571,195.392,-5,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1115659,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,91.101,195.043,-5.167,,,,,,,0,90.001,193.943,-5.167,92.201,196.143,-4.833,91.101,195.043,-5,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1115666,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,81.511,195.043,-5.167,,,,,,,0,80.411,193.943,-5.167,82.611,196.143,-4.833,81.511,195.043,-5,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1115673,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,95.277,195.043,-5.167,,,,,,,0,94.177,193.943,-5.167,96.377,196.143,-4.833,95.277,195.043,-5,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1115680,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,86.428,195.043,-5.167,,,,,,,0,85.328,193.943,-5.167,87.528,196.143,-4.833,86.428,195.043,-5,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1115687,Air Terminals,Exhaust Grill,6x6 Connection 3,L -1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,,,,3,3,Point,99.156,195.043,-5.167,,,,,,,0,98.056,193.943,-5.167,100.256,196.143,-4.833,99.156,195.043,-5,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=0 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1115782,Ducts,,Mitered Elbows / Tees,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"8""x9""",,"8""","9""","13' - 2 11/32""",37 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2,,,,8,9,Curve,73.918,197.715,4.514,73.918,197.715,11.112,73.918,197.715,-2.083,,73.584,197.34,-2.083,74.251,198.09,11.112,73.918,197.715,4.514,,"Additional Flow=0 m³/h | Area=37 SF | Flow=0 m³/h | Free Size=8""x9"" | Height=9"" | Hydraulic Diameter=8"" | Insulation Thickness=0"" | Length=13' - 2 11/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=-2' - 1"" | Lower End Top of Insulation Elevation=-2' - 1"" | Overall Size=8""x9"" | Pressure Drop=0.00 in-wg | Size=8""x9"" | Size Lock=False | Upper End Bottom of Insulation Elevation=11' - 1 11/32"" | Upper End Top of Insulation Elevation=11' - 1 11/32"" | Velocity Pressure=0.00 in-wg | Width=8"""
1115859,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Exhaust Air 1,Exhaust Air,,,"4""x4""",,"4""","4""","3' - 3 1/4""",4 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2,,,,3.5,3.5,Curve,97.292,197.715,-2.5,95.657,197.715,-2.5,98.926,197.715,-2.5,,95.657,197.569,-2.646,98.926,197.861,-2.354,97.292,197.715,-2.5,,"Additional Flow=0 m³/h | Area=4 SF | Flow=0 m³/h | Free Size=3 1/2""x3 1/2"" | Height=4"" | Hydraulic Diameter=4"" | Insulation Thickness=0"" | Length=3' - 3 1/4"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=12' - 4 1/4"" | Lower End Top of Insulation Elevation=12' - 7 3/4"" | Overall Size=3 1/2""x3 1/2"" | Pressure Drop=0.00 in-wg | Size=4""x4"" | Size Lock=False | Upper End Bottom of Insulation Elevation=12' - 4 1/4"" | Upper End Top of Insulation Elevation=12' - 7 3/4"" | Velocity Pressure=0.00 in-wg | Width=4"""
1119959,Air Terminals,Supply Diffuser,12x12 Connection 2,L -1,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,165 m³/h,165 m³/h,0.06 in-wg,,,,,,,,1,1.619,,,6,6,Point,80.275,188.929,-5.167,,,,,,,0,78.625,187.279,-5.167,81.925,190.579,-4.833,80.275,188.929,-5,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=165 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1119960,Air Terminals,Supply Diffuser,12x12 Connection 2,L -1,,Mechanical Supply Air 4,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,165 m³/h,165 m³/h,0.06 in-wg,,,,,,,,1,1.619,,,6,6,Point,97.76,189.333,-5.167,,,,,,,0,96.11,187.683,-5.167,99.41,190.983,-4.833,97.76,189.333,-5,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=165 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1126761,Air Terminals,Return Diffuser,6x6 Connection 3,L 1,,Mechanical Return Air 35,Return Air,,,"4""x4""",,"4""","4""",,1 SF,0.12 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,4,4,Point,6.263,168.101,24,,,,,,,0,4.888,166.726,24,7.638,169.476,24.333,6.263,168.101,24.167,,"Area=1 SF | Diffuser Height=0' - 10"" | Diffuser Width=0' - 10"" | Duct Height=4"" | Duct Width=4"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.12 CF | Width 1=0' - 6 1/2"""
1126780,Air Terminals,Return Diffuser,6x6 Connection 3,L 1,,Mechanical Return Air 35,Return Air,,,"4""x4""",,"4""","4""",,1 SF,0.12 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,4,4,Point,6.222,155.379,24,,,,,,,0,4.847,154.004,24,7.597,156.754,24.333,6.222,155.379,24.167,,"Area=1 SF | Diffuser Height=0' - 10"" | Diffuser Width=0' - 10"" | Duct Height=4"" | Duct Width=4"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.12 CF | Width 1=0' - 6 1/2"""
1126868,Air Terminals,Return Diffuser,6x6 Connection 3,L 1,,Mechanical Return Air 35,Return Air,,,"4""x4""",,"4""","4""",,1 SF,0.12 CF,,,,,,80 m³/h,80 m³/h,0.06 in-wg,,,,,,,,1,0.785,,,4,4,Point,7.739,176.664,24,,,,,,,0,6.364,175.289,24,9.114,178.039,24.333,7.739,176.664,24.167,,"Area=1 SF | Diffuser Height=0' - 10"" | Diffuser Width=0' - 10"" | Duct Height=4"" | Duct Width=4"" | Flow=80 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.12 CF | Width 1=0' - 6 1/2"""
1126901,Air Terminals,Return Diffuser,6x6 Connection 3,L 1,,Mechanical Return Air 35,Return Air,,,"4""x4""",,"4""","4""",,1 SF,0.12 CF,,,,,,20 m³/h,20 m³/h,0.06 in-wg,,,,,,,,1,0.196,,,4,4,Point,16.796,162.327,24,,,,,,,0,15.421,160.952,24,18.171,163.702,24.333,16.796,162.327,24.167,,"Area=1 SF | Diffuser Height=0' - 10"" | Diffuser Width=0' - 10"" | Duct Height=4"" | Duct Width=4"" | Flow=20 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.12 CF | Width 1=0' - 6 1/2"""
1126920,Air Terminals,Return Diffuser,6x6 Connection 3,L 1,,Mechanical Return Air 35,Return Air,,,"4""x4""",,"4""","4""",,1 SF,0.12 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,4,4,Point,26.428,162.327,24,,,,,,,0,25.053,160.952,24,27.803,163.702,24.333,26.428,162.327,24.167,,"Area=1 SF | Diffuser Height=0' - 10"" | Diffuser Width=0' - 10"" | Duct Height=4"" | Duct Width=4"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.12 CF | Width 1=0' - 6 1/2"""
1127081,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Return Air 35,Return Air,,,"7""x8""",,"7""","8""","14' - 7 3/32""",36 SF,,,,,"0""","0""",250 m³/h,250 m³/h,0.01 in-wg,,,,,,,,2,4.905,,,7,8,Curve,21.086,175.543,24.689,28.382,175.543,24.689,13.791,175.543,24.689,,13.791,175.252,24.356,28.382,175.835,25.022,21.086,175.543,24.689,,"Additional Flow=0 m³/h | Area=36 SF | Flow=250 m³/h | Free Size=7""x8"" | Height=8"" | Hydraulic Diameter=7"" | Insulation Thickness=0"" | Length=14' - 7 3/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 4 9/32"" | Lower End Top of Insulation Elevation=10' - 0 9/32"" | Overall Size=7""x8"" | Pressure Drop=0.01 in-wg | Size=7""x8"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 4 9/32"" | Upper End Top of Insulation Elevation=10' - 0 9/32"" | Velocity Pressure=0.01 in-wg | Width=7"""
