ID,NAME,CATALOG ID,DESCRIPTION,CATEGORY,SUB CATEGORY,MEASURE UNIT,Vendor,Default Vendor,Pref Vendor,Vendor SKU/Part #,Vendor Description,Vendor Item Cost,Vendor Lead Time
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_30_X24_30_X24,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 30""x24""-30""x24""",PART-MEP_DUCT_FITTINGS-ED742087,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 30""x24""-30""x24""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_32_X24_32_X24,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 32""x24""-32""x24""",PART-MEP_DUCT_FITTINGS-FF069BEE,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 32""x24""-32""x24""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_3_X3_3_X3,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 3""x3""-3""x3""",PART-MEP_DUCT_FITTINGS-22425349,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 3""x3""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_4_X4_4_X4,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 4""x4""-4""x4""",PART-MEP_DUCT_FITTINGS-71FDF078,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 4""x4""-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_4_X5_4_X5,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 4""x5""-4""x5""",PART-MEP_DUCT_FITTINGS-B906293B,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 4""x5""-4""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_5_X4_5_X4,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 5""x4""-5""x4""",PART-MEP_DUCT_FITTINGS-4C00F4F2,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 5""x4""-5""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_5_X5_5_X5,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 5""x5""-5""x5""",PART-MEP_DUCT_FITTINGS-878A3F2B,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 5""x5""-5""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_5_X7_5_X7,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 5""x7""-5""x7""",PART-MEP_DUCT_FITTINGS-8B8034C7,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 5""x7""-5""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_6_X6_6_X6,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 6""x6""-6""x6""",PART-MEP_DUCT_FITTINGS-C7DB8DF3,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 6""x6""-6""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_7_X5_7_X5,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 7""x5""-7""x5""",PART-MEP_DUCT_FITTINGS-42ECCD62,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 7""x5""-7""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_7_X7_7_X7,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 7""x7""-7""x7""",PART-MEP_DUCT_FITTINGS-075F14E0,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 7""x7""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_8_X7_8_X7,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 8""x7""-8""x7""",PART-MEP_DUCT_FITTINGS-FA178AE6,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 8""x7""-8""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_8_X8_8_X8,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 8""x8""-8""x8""",PART-MEP_DUCT_FITTINGS-189067A8,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 8""x8""-8""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_8_X9_8_X9,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 8""x9""-8""x9""",PART-MEP_DUCT_FITTINGS-97897004,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 8""x9""-8""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_9_X10_9_X10,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 9""x10""-9""x10""",PART-MEP_DUCT_FITTINGS-A05BD1D1,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 9""x10""-9""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_9_X14_9_X14,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 9""x14""-9""x14""",PART-MEP_DUCT_FITTINGS-4BE3E055,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 9""x14""-9""x14""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_9_X9_9_X9,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 9""x9""-9""x9""",PART-MEP_DUCT_FITTINGS-6A203076,"MEP rough-in part for Duct Fittings | Rectangular Elbow - Mitered | Standard | 9""x9""-9""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_ENDCAP_STANDARD_14_X13,"MEP Duct Fittings | Rectangular Endcap | Standard | 14""x13""",PART-MEP_DUCT_FITTINGS-CA07F317,"MEP rough-in part for Duct Fittings | Rectangular Endcap | Standard | 14""x13""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_10_X10_10_X10_6_X10,"MEP Duct Fittings | Rectangular Tee | Standard | 10""x10""-10""x10""-6""x10""",PART-MEP_DUCT_FITTINGS-89241605,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 10""x10""-10""x10""-6""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_10_X10_10_X10_8_X10,"MEP Duct Fittings | Rectangular Tee | Standard | 10""x10""-10""x10""-8""x10""",PART-MEP_DUCT_FITTINGS-16AA9F23,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 10""x10""-10""x10""-8""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_10_X11_7_X11_7_X11,"MEP Duct Fittings | Rectangular Tee | Standard | 10""x11""-7""x11""-7""x11""",PART-MEP_DUCT_FITTINGS-323365DC,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 10""x11""-7""x11""-7""x11""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_11_X12_11_X12_5_X12,"MEP Duct Fittings | Rectangular Tee | Standard | 11""x12""-11""x12""-5""x12""",PART-MEP_DUCT_FITTINGS-2D91B77F,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 11""x12""-11""x12""-5""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_11_X12_11_X12_9_X12,"MEP Duct Fittings | Rectangular Tee | Standard | 11""x12""-11""x12""-9""x12""",PART-MEP_DUCT_FITTINGS-2AF0D919,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 11""x12""-11""x12""-9""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X10_12_X10_3_X10,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x10""-12""x10""-3""x10""",PART-MEP_DUCT_FITTINGS-D2236D46,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 12""x10""-12""x10""-3""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X11_12_X11_7_X11,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x11""-12""x11""-7""x11""",PART-MEP_DUCT_FITTINGS-B1AE10CB,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 12""x11""-12""x11""-7""x11""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X12_12_X12_12_X12,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x12""-12""x12""-12""x12""",PART-MEP_DUCT_FITTINGS-DC1A7CF6,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 12""x12""-12""x12""-12""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X12_12_X12_3_X12,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x12""-12""x12""-3""x12""",PART-MEP_DUCT_FITTINGS-311C3CD4,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 12""x12""-12""x12""-3""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X12_12_X12_7_X12,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x12""-12""x12""-7""x12""",PART-MEP_DUCT_FITTINGS-7CC9B6AA,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 12""x12""-12""x12""-7""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X13_12_X13_3_X13,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x13""-12""x13""-3""x13""",PART-MEP_DUCT_FITTINGS-262B7C2B,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 12""x13""-12""x13""-3""x13""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_13_X13_13_X13_9_X13,"MEP Duct Fittings | Rectangular Tee | Standard | 13""x13""-13""x13""-9""x13""",PART-MEP_DUCT_FITTINGS-38E7B54C,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 13""x13""-13""x13""-9""x13""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_13_X14_13_X14_5_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 13""x14""-13""x14""-5""x14""",PART-MEP_DUCT_FITTINGS-C7A09F6D,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 13""x14""-13""x14""-5""x14""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_13_X14_13_X14_7_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 13""x14""-13""x14""-7""x14""",PART-MEP_DUCT_FITTINGS-90163EFD,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 13""x14""-13""x14""-7""x14""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_13_X9_13_X9_3_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 13""x9""-13""x9""-3""x9""",PART-MEP_DUCT_FITTINGS-240A8976,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 13""x9""-13""x9""-3""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_14_X14_13_X14_13_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 14""x14""-13""x14""-13""x14""",PART-MEP_DUCT_FITTINGS-F5C564CD,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 14""x14""-13""x14""-13""x14""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_14_X14_14_X14_14_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 14""x14""-14""x14""-14""x14""",PART-MEP_DUCT_FITTINGS-64A1A35D,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 14""x14""-14""x14""-14""x14""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_15_X15_15_X15_7_X15,"MEP Duct Fittings | Rectangular Tee | Standard | 15""x15""-15""x15""-7""x15""",PART-MEP_DUCT_FITTINGS-D4CE3A3E,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 15""x15""-15""x15""-7""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_15_X24_15_X24_15_X24,"MEP Duct Fittings | Rectangular Tee | Standard | 15""x24""-15""x24""-15""x24""",PART-MEP_DUCT_FITTINGS-0EB4785A,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 15""x24""-15""x24""-15""x24""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_16_X16_16_X16_9_X16,"MEP Duct Fittings | Rectangular Tee | Standard | 16""x16""-16""x16""-9""x16""",PART-MEP_DUCT_FITTINGS-730EBEBE,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 16""x16""-16""x16""-9""x16""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_16_X17_14_X17_14_X17,"MEP Duct Fittings | Rectangular Tee | Standard | 16""x17""-14""x17""-14""x17""",PART-MEP_DUCT_FITTINGS-DC826546,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 16""x17""-14""x17""-14""x17""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_16_X17_16_X17_7_X17,"MEP Duct Fittings | Rectangular Tee | Standard | 16""x17""-16""x17""-7""x17""",PART-MEP_DUCT_FITTINGS-7EB99411,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 16""x17""-16""x17""-7""x17""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_17_X18_17_X18_12_X18,"MEP Duct Fittings | Rectangular Tee | Standard | 17""x18""-17""x18""-12""x18""",PART-MEP_DUCT_FITTINGS-B726DDC2,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 17""x18""-17""x18""-12""x18""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_18_X14_18_X14_14_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 18""x14""-18""x14""-14""x14""",PART-MEP_DUCT_FITTINGS-A2D286D6,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 18""x14""-18""x14""-14""x14""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_18_X14_18_X14_4_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 18""x14""-18""x14""-4""x14""",PART-MEP_DUCT_FITTINGS-2C20B3C7,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 18""x14""-18""x14""-4""x14""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_18_X18_18_X18_7_X18,"MEP Duct Fittings | Rectangular Tee | Standard | 18""x18""-18""x18""-7""x18""",PART-MEP_DUCT_FITTINGS-3BF1C5A5,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 18""x18""-18""x18""-7""x18""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_19_X19_19_X19_19_X19,"MEP Duct Fittings | Rectangular Tee | Standard | 19""x19""-19""x19""-19""x19""",PART-MEP_DUCT_FITTINGS-6CF4D94C,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 19""x19""-19""x19""-19""x19""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_19_X19_19_X19_7_X19,"MEP Duct Fittings | Rectangular Tee | Standard | 19""x19""-19""x19""-7""x19""",PART-MEP_DUCT_FITTINGS-AE9AD7FA,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 19""x19""-19""x19""-7""x19""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_19_X20_14_X20_14_X20,"MEP Duct Fittings | Rectangular Tee | Standard | 19""x20""-14""x20""-14""x20""",PART-MEP_DUCT_FITTINGS-712611DB,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 19""x20""-14""x20""-14""x20""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_22_X22_22_X22_12_X22,"MEP Duct Fittings | Rectangular Tee | Standard | 22""x22""-22""x22""-12""x22""",PART-MEP_DUCT_FITTINGS-D952D0F7,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 22""x22""-22""x22""-12""x22""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_22_X24_22_X24_16_X24,"MEP Duct Fittings | Rectangular Tee | Standard | 22""x24""-22""x24""-16""x24""",PART-MEP_DUCT_FITTINGS-6E108DA1,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 22""x24""-22""x24""-16""x24""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_28_X22_28_X22_12_X22,"MEP Duct Fittings | Rectangular Tee | Standard | 28""x22""-28""x22""-12""x22""",PART-MEP_DUCT_FITTINGS-FA2A5976,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 28""x22""-28""x22""-12""x22""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_30_X15_30_X15_14_X15,"MEP Duct Fittings | Rectangular Tee | Standard | 30""x15""-30""x15""-14""x15""",PART-MEP_DUCT_FITTINGS-56CACDFA,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 30""x15""-30""x15""-14""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_3_X3_3_X3_3_X3,"MEP Duct Fittings | Rectangular Tee | Standard | 3""x3""-3""x3""-3""x3""",PART-MEP_DUCT_FITTINGS-2742C270,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 3""x3""-3""x3""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_4_X4_4_X4_3_X4,"MEP Duct Fittings | Rectangular Tee | Standard | 4""x4""-4""x4""-3""x4""",PART-MEP_DUCT_FITTINGS-6DF8FA07,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 4""x4""-4""x4""-3""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_4_X4_4_X4_4_X4,"MEP Duct Fittings | Rectangular Tee | Standard | 4""x4""-4""x4""-4""x4""",PART-MEP_DUCT_FITTINGS-BC791144,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 4""x4""-4""x4""-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_4_X5_4_X5_3_X5,"MEP Duct Fittings | Rectangular Tee | Standard | 4""x5""-4""x5""-3""x5""",PART-MEP_DUCT_FITTINGS-3B2A8FD1,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 4""x5""-4""x5""-3""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_5_X5_5_X5_3_X5,"MEP Duct Fittings | Rectangular Tee | Standard | 5""x5""-5""x5""-3""x5""",PART-MEP_DUCT_FITTINGS-8D1F8B67,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 5""x5""-5""x5""-3""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_5_X5_5_X5_4_X5,"MEP Duct Fittings | Rectangular Tee | Standard | 5""x5""-5""x5""-4""x5""",PART-MEP_DUCT_FITTINGS-513DADD1,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 5""x5""-5""x5""-4""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_5_X6_5_X6_3_X6,"MEP Duct Fittings | Rectangular Tee | Standard | 5""x6""-5""x6""-3""x6""",PART-MEP_DUCT_FITTINGS-C56EC73B,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 5""x6""-5""x6""-3""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_6_X6_6_X6_3_X6,"MEP Duct Fittings | Rectangular Tee | Standard | 6""x6""-6""x6""-3""x6""",PART-MEP_DUCT_FITTINGS-952E6ACE,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 6""x6""-6""x6""-3""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_6_X6_6_X6_4_X6,"MEP Duct Fittings | Rectangular Tee | Standard | 6""x6""-6""x6""-4""x6""",PART-MEP_DUCT_FITTINGS-C75124CC,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 6""x6""-6""x6""-4""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_6_X7_6_X7_3_X7,"MEP Duct Fittings | Rectangular Tee | Standard | 6""x7""-6""x7""-3""x7""",PART-MEP_DUCT_FITTINGS-D6DEAADD,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 6""x7""-6""x7""-3""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_6_X7_6_X7_4_X7,"MEP Duct Fittings | Rectangular Tee | Standard | 6""x7""-6""x7""-4""x7""",PART-MEP_DUCT_FITTINGS-F27B755A,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 6""x7""-6""x7""-4""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X7_7_X7_3_X7,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x7""-7""x7""-3""x7""",PART-MEP_DUCT_FITTINGS-12032D80,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 7""x7""-7""x7""-3""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X7_7_X7_4_X7,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x7""-7""x7""-4""x7""",PART-MEP_DUCT_FITTINGS-4A831F3F,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 7""x7""-7""x7""-4""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X7_7_X7_6_X7,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x7""-7""x7""-6""x7""",PART-MEP_DUCT_FITTINGS-7330ED6A,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 7""x7""-7""x7""-6""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X8_4_X8_4_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x8""-4""x8""-4""x8""",PART-MEP_DUCT_FITTINGS-A6854F03,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 7""x8""-4""x8""-4""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X8_7_X8_3_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x8""-7""x8""-3""x8""",PART-MEP_DUCT_FITTINGS-530664DA,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 7""x8""-7""x8""-3""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X8_7_X8_4_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x8""-7""x8""-4""x8""",PART-MEP_DUCT_FITTINGS-19AC4160,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 7""x8""-7""x8""-4""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X8_4_X8_4_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x8""-4""x8""-4""x8""",PART-MEP_DUCT_FITTINGS-343D3F02,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 8""x8""-4""x8""-4""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X8_8_X8_3_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x8""-8""x8""-3""x8""",PART-MEP_DUCT_FITTINGS-DB17AF94,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 8""x8""-8""x8""-3""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X8_8_X8_6_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x8""-8""x8""-6""x8""",PART-MEP_DUCT_FITTINGS-4CCA5B44,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 8""x8""-8""x8""-6""x8""",Parts,MEP Rough-In,EACH,,,,,,,
