part_id,part_name,catalog_id,category,sub_category,measure_unit,element_count,takeoff_quantity,takeoff_unit,total_area_sf,total_volume_cf,element_ids
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_7_X8,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 7""x8""",PART-MEP_DUCTS_UNSPECIF-3D6D2BA5,Parts,MEP Rough-In,EACH,12,12.0,EACH,125.0,0.0,1127081|1128221|1149021|1149761|1152842|1152850|1152870|1152878|1152890|1152897|1152907|1152915
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_8_X7,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 8""x7""",PART-MEP_DUCTS_UNSPECIF-6978C620,Parts,MEP Rough-In,EACH,1,1.0,EACH,23.0,0.0,1290799
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_8_X8,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 8""x8""",PART-MEP_DUCTS_UNSPECIF-409EFE02,Parts,MEP Rough-In,EACH,8,8.0,EACH,154.0,0.0,1155466|1155468|1155477|1155976|1290765|1290782|1378577|1378637
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_8_X9,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 8""x9""",PART-MEP_DUCTS_UNSPECIF-69ABCA4E,Parts,MEP Rough-In,EACH,6,6.0,EACH,153.0,0.0,1115782|1145313|1146109|1149003|1149745|1290748
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_9_X10,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 9""x10""",PART-MEP_DUCTS_UNSPECIF-0D596FDC,Parts,MEP Rough-In,EACH,7,7.0,EACH,241.0,0.0,1085785|1253791|1286534|1286559|1286584|1352763|1352803
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_9_X8,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 9""x8""",PART-MEP_DUCTS_UNSPECIF-7045AFAC,Parts,MEP Rough-In,EACH,2,2.0,EACH,42.0,0.0,1290639|1290718
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_9_X9,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 9""x9""",PART-MEP_DUCTS_UNSPECIF-EC8B937F,Parts,MEP Rough-In,EACH,6,6.0,EACH,9.0,0.0,1146930|1239940|1240105|1291519|1312123|1312273
MEP_DUCT_FITTINGS_RECTANGULAR_CROSS_STANDARD_12_X9_8_X9_6_X9_6_X9,"MEP Duct Fittings | Rectangular Cross | Standard | 12""x9""-8""x9""-6""x9""-6""x9""",PART-MEP_DUCT_FITTINGS-CE139C2C,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.54,1145387
MEP_DUCT_FITTINGS_RECTANGULAR_CROSS_STANDARD_14_X15_12_X15_6_X15_6_X15,"MEP Duct Fittings | Rectangular Cross | Standard | 14""x15""-12""x15""-6""x15""-6""x15""",PART-MEP_DUCT_FITTINGS-BA0A30D5,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.06,1145370
MEP_DUCT_FITTINGS_RECTANGULAR_CROSS_STANDARD_18_X12_10_X12_7_X12_7_X12,"MEP Duct Fittings | Rectangular Cross | Standard | 18""x12""-10""x12""-7""x12""-7""x12""",PART-MEP_DUCT_FITTINGS-A2F3B028,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.17,1152899
MEP_DUCT_FITTINGS_RECTANGULAR_CROSS_STANDARD_19_X19_19_X19_17_X19_17_X19,"MEP Duct Fittings | Rectangular Cross | Standard | 19""x19""-19""x19""-17""x19""-17""x19""",PART-MEP_DUCT_FITTINGS-BB85DCAA,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,4.34,1241095
MEP_DUCT_FITTINGS_RECTANGULAR_CROSS_STANDARD_24_X12_18_X12_7_X12_7_X12,"MEP Duct Fittings | Rectangular Cross | Standard | 24""x12""-18""x12""-7""x12""-7""x12""",PART-MEP_DUCT_FITTINGS-C660403C,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.56,1152880
MEP_DUCT_FITTINGS_RECTANGULAR_CROSS_STANDARD_28_X12_28_X12_7_X12_7_X12,"MEP Duct Fittings | Rectangular Cross | Standard | 28""x12""-28""x12""-7""x12""-7""x12""",PART-MEP_DUCT_FITTINGS-03D78255,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.85,1340611
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_10_X10_10_X10,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 10""x10""-10""x10""",PART-MEP_DUCT_FITTINGS-6DE4ADED,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.72,1289217|1289223
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_12_X13_12_X13,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 12""x13""-12""x13""",PART-MEP_DUCT_FITTINGS-BD147F30,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.26,1353224
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_13_X13_13_X13,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 13""x13""-13""x13""",PART-MEP_DUCT_FITTINGS-99264962,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,2.94,1166712|1239145
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_13_X14_13_X14,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 13""x14""-13""x14""",PART-MEP_DUCT_FITTINGS-33A34EA6,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,3.16,1255077|1292990
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_14_X13_14_X13,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 14""x13""-14""x13""",PART-MEP_DUCT_FITTINGS-A62B2C15,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,3.33,1255076|1292993|1292999
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_14_X14_14_X14,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 14""x14""-14""x14""",PART-MEP_DUCT_FITTINGS-2933232A,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.81,1293129
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_14_X18_14_X18,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 14""x18""-14""x18""",PART-MEP_DUCT_FITTINGS-E1C2761C,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,2.33,1298247
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_15_X24_15_X24,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 15""x24""-15""x24""",PART-MEP_DUCT_FITTINGS-7899B87E,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,10.62,1298571|1299166|1299557
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_15_X30_15_X30,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 15""x30""-15""x30""",PART-MEP_DUCT_FITTINGS-16AED8A0,Parts,MEP Rough-In,EACH,21,21.0,EACH,0.0,82.75,1248001|1248178|1248187|1248313|1248345|1280517|1294755|1295349|1295954|1296687|1296890|1296959|1297000|1298912|1298921|1299075|1299077|1320133|1320250|1330250|1330796
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_16_X16_16_X16,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 16""x16""-16""x16""",PART-MEP_DUCT_FITTINGS-7DF291C5,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,2.67,1286546
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_16_X17_16_X17,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 16""x17""-16""x17""",PART-MEP_DUCT_FITTINGS-5435AA68,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,2.83,1240853
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_16_X22_16_X22,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 16""x22""-16""x22""",PART-MEP_DUCT_FITTINGS-63DCC3B6,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,7.34,1298337|1298345
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_17_X16_17_X16,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 17""x16""-17""x16""",PART-MEP_DUCT_FITTINGS-1BCBE8AC,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,2.84,1147255|1154620
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_19_X19_19_X19,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 19""x19""-19""x19""",PART-MEP_DUCT_FITTINGS-2D8B4217,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,8.78,1167200|1297228
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_20_X19_20_X19,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 20""x19""-20""x19""",PART-MEP_DUCT_FITTINGS-F227C457,Parts,MEP Rough-In,EACH,4,4.0,EACH,0.0,9.04,1153385|1171047|1171056|1171059
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_22_X16_22_X16,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 22""x16""-22""x16""",PART-MEP_DUCT_FITTINGS-37E18D6D,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,4.89,1298678
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_24_X15_24_X15,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 24""x15""-24""x15""",PART-MEP_DUCT_FITTINGS-741B24B0,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,10.84,1299252|1299597
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_24_X30_24_X30,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 24""x30""-24""x30""",PART-MEP_DUCT_FITTINGS-A940CC6E,Parts,MEP Rough-In,EACH,4,4.0,EACH,0.0,43.32,1164571|1231726|1296539|1350592
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_24_X32_24_X32,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 24""x32""-24""x32""",PART-MEP_DUCT_FITTINGS-770AD633,Parts,MEP Rough-In,EACH,4,4.0,EACH,0.0,36.97,1295824|1295874|1295957|1352005
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_28_X12_28_X12,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 28""x12""-28""x12""",PART-MEP_DUCT_FITTINGS-51097FC3,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,5.83,1340558
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_30_X15_30_X15,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 30""x15""-30""x15""",PART-MEP_DUCT_FITTINGS-2452431D,Parts,MEP Rough-In,EACH,10,10.0,EACH,0.0,71.56,1248030|1248160|1294211|1294266|1295351|1295352|1297056|1297065|1298985|1299575
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_30_X24_30_X24,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 30""x24""-30""x24""",PART-MEP_DUCT_FITTINGS-ED742087,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,13.33,1164429
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_32_X24_32_X24,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 32""x24""-32""x24""",PART-MEP_DUCT_FITTINGS-FF069BEE,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,45.33,1296347|1352343|1352464
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_3_X3_3_X3,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 3""x3""-3""x3""",PART-MEP_DUCT_FITTINGS-22425349,Parts,MEP Rough-In,EACH,15,15.0,EACH,0.0,0.45,1129368|1130108|1130127|1130137|1130348|1149093|1223895|1241485|1291005|1317455|1317606|1317620|1317623|1349847|1350048
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_4_X4_4_X4,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 4""x4""-4""x4""",PART-MEP_DUCT_FITTINGS-71FDF078,Parts,MEP Rough-In,EACH,11,11.0,EACH,0.0,0.44,1149826|1156220|1165812|1281291|1281299|1293239|1293242|1293359|1293448|1293488|1312434
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_4_X5_4_X5,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 4""x5""-4""x5""",PART-MEP_DUCT_FITTINGS-B906293B,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.06,1135659
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_5_X4_5_X4,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 5""x4""-5""x4""",PART-MEP_DUCT_FITTINGS-4C00F4F2,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.03,1292130
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_5_X5_5_X5,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 5""x5""-5""x5""",PART-MEP_DUCT_FITTINGS-878A3F2B,Parts,MEP Rough-In,EACH,6,6.0,EACH,0.0,0.45,1131051|1288015|1290484|1292954|1349517|1349553
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_5_X7_5_X7,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 5""x7""-5""x7""",PART-MEP_DUCT_FITTINGS-8B8034C7,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.28,1288335|1288496
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_6_X6_6_X6,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 6""x6""-6""x6""",PART-MEP_DUCT_FITTINGS-C7DB8DF3,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.34,1156364|1293281
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_7_X5_7_X5,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 7""x5""-7""x5""",PART-MEP_DUCT_FITTINGS-42ECCD62,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.18,1288498
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_7_X7_7_X7,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 7""x7""-7""x7""",PART-MEP_DUCT_FITTINGS-075F14E0,Parts,MEP Rough-In,EACH,5,5.0,EACH,0.0,1.3,1147540|1253773|1312316|1349814|1350011
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_8_X7_8_X7,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 8""x7""-8""x7""",PART-MEP_DUCT_FITTINGS-FA178AE6,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.32,1128228
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_8_X8_8_X8,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 8""x8""-8""x8""",PART-MEP_DUCT_FITTINGS-189067A8,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.74,1155469|1349479
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_8_X9_8_X9,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 8""x9""-8""x9""",PART-MEP_DUCT_FITTINGS-97897004,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.42,1150032
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_9_X10_9_X10,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 9""x10""-9""x10""",PART-MEP_DUCT_FITTINGS-A05BD1D1,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,1.71,1287079|1287117|1352770
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_9_X14_9_X14,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 9""x14""-9""x14""",PART-MEP_DUCT_FITTINGS-4BE3E055,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.92,1292726|1293075
MEP_DUCT_FITTINGS_RECTANGULAR_ELBOW_MITERED_STANDARD_9_X9_9_X9,"MEP Duct Fittings | Rectangular Elbow - Mitered | Standard | 9""x9""-9""x9""",PART-MEP_DUCT_FITTINGS-6A203076,Parts,MEP Rough-In,EACH,6,6.0,EACH,0.0,2.36,1240108|1240109|1291520|1291526|1312278|1312285
MEP_DUCT_FITTINGS_RECTANGULAR_ENDCAP_STANDARD_14_X13,"MEP Duct Fittings | Rectangular Endcap | Standard | 14""x13""",PART-MEP_DUCT_FITTINGS-CA07F317,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.22,1255449|1255479
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_10_X10_10_X10_6_X10,"MEP Duct Fittings | Rectangular Tee | Standard | 10""x10""-10""x10""-6""x10""",PART-MEP_DUCT_FITTINGS-89241605,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.47,1155455
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_10_X10_10_X10_8_X10,"MEP Duct Fittings | Rectangular Tee | Standard | 10""x10""-10""x10""-8""x10""",PART-MEP_DUCT_FITTINGS-16AA9F23,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.63,1289320
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_10_X11_7_X11_7_X11,"MEP Duct Fittings | Rectangular Tee | Standard | 10""x11""-7""x11""-7""x11""",PART-MEP_DUCT_FITTINGS-323365DC,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.6,1152914
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_11_X12_11_X12_5_X12,"MEP Duct Fittings | Rectangular Tee | Standard | 11""x12""-11""x12""-5""x12""",PART-MEP_DUCT_FITTINGS-2D91B77F,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.53,1087051
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_11_X12_11_X12_9_X12,"MEP Duct Fittings | Rectangular Tee | Standard | 11""x12""-11""x12""-9""x12""",PART-MEP_DUCT_FITTINGS-2AF0D919,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.9,1093629
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X10_12_X10_3_X10,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x10""-12""x10""-3""x10""",PART-MEP_DUCT_FITTINGS-D2236D46,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.72,1230950|1292033
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X11_12_X11_7_X11,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x11""-12""x11""-7""x11""",PART-MEP_DUCT_FITTINGS-B1AE10CB,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.73,1232337
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X12_12_X12_12_X12,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x12""-12""x12""-12""x12""",PART-MEP_DUCT_FITTINGS-DC1A7CF6,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.25,1311740
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X12_12_X12_3_X12,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x12""-12""x12""-3""x12""",PART-MEP_DUCT_FITTINGS-311C3CD4,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.88,1087207|1087222
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X12_12_X12_7_X12,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x12""-12""x12""-7""x12""",PART-MEP_DUCT_FITTINGS-7CC9B6AA,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.8,1253805
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_12_X13_12_X13_3_X13,"MEP Duct Fittings | Rectangular Tee | Standard | 12""x13""-12""x13""-3""x13""",PART-MEP_DUCT_FITTINGS-262B7C2B,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.94,1087237|1087433
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_13_X13_13_X13_9_X13,"MEP Duct Fittings | Rectangular Tee | Standard | 13""x13""-13""x13""-9""x13""",PART-MEP_DUCT_FITTINGS-38E7B54C,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,3.42,1287066|1287104|1352813
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_13_X14_13_X14_5_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 13""x14""-13""x14""-5""x14""",PART-MEP_DUCT_FITTINGS-C7A09F6D,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.72,1087406
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_13_X14_13_X14_7_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 13""x14""-13""x14""-7""x14""",PART-MEP_DUCT_FITTINGS-90163EFD,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.0,1253822
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_13_X9_13_X9_3_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 13""x9""-13""x9""-3""x9""",PART-MEP_DUCT_FITTINGS-240A8976,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.35,1292351
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_14_X14_13_X14_13_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 14""x14""-13""x14""-13""x14""",PART-MEP_DUCT_FITTINGS-F5C564CD,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.8,1255068
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_14_X14_14_X14_14_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 14""x14""-14""x14""-14""x14""",PART-MEP_DUCT_FITTINGS-64A1A35D,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.93,1293123
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_15_X15_15_X15_7_X15,"MEP Duct Fittings | Rectangular Tee | Standard | 15""x15""-15""x15""-7""x15""",PART-MEP_DUCT_FITTINGS-D4CE3A3E,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.23,1253839
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_15_X24_15_X24_15_X24,"MEP Duct Fittings | Rectangular Tee | Standard | 15""x24""-15""x24""-15""x24""",PART-MEP_DUCT_FITTINGS-0EB4785A,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,3.75,1298775
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_16_X16_16_X16_9_X16,"MEP Duct Fittings | Rectangular Tee | Standard | 16""x16""-16""x16""-9""x16""",PART-MEP_DUCT_FITTINGS-730EBEBE,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,5.13,1287032|1287091|1352549
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_16_X17_14_X17_14_X17,"MEP Duct Fittings | Rectangular Tee | Standard | 16""x17""-14""x17""-14""x17""",PART-MEP_DUCT_FITTINGS-DC826546,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,2.64,1154636
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_16_X17_16_X17_7_X17,"MEP Duct Fittings | Rectangular Tee | Standard | 16""x17""-16""x17""-7""x17""",PART-MEP_DUCT_FITTINGS-7EB99411,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.49,1253854
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_17_X18_17_X18_12_X18,"MEP Duct Fittings | Rectangular Tee | Standard | 17""x18""-17""x18""-12""x18""",PART-MEP_DUCT_FITTINGS-B726DDC2,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,2.6,1353263
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_18_X14_18_X14_14_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 18""x14""-18""x14""-14""x14""",PART-MEP_DUCT_FITTINGS-A2D286D6,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,2.45,1094978
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_18_X14_18_X14_4_X14,"MEP Duct Fittings | Rectangular Tee | Standard | 18""x14""-18""x14""-4""x14""",PART-MEP_DUCT_FITTINGS-2C20B3C7,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.83,1165803
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_18_X18_18_X18_7_X18,"MEP Duct Fittings | Rectangular Tee | Standard | 18""x18""-18""x18""-7""x18""",PART-MEP_DUCT_FITTINGS-3BF1C5A5,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.76,1253869
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_19_X19_19_X19_19_X19,"MEP Duct Fittings | Rectangular Tee | Standard | 19""x19""-19""x19""-19""x19""",PART-MEP_DUCT_FITTINGS-6CF4D94C,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,4.6,1312274
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_19_X19_19_X19_7_X19,"MEP Duct Fittings | Rectangular Tee | Standard | 19""x19""-19""x19""-7""x19""",PART-MEP_DUCT_FITTINGS-AE9AD7FA,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,1.96,1253886
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_19_X20_14_X20_14_X20,"MEP Duct Fittings | Rectangular Tee | Standard | 19""x20""-14""x20""-14""x20""",PART-MEP_DUCT_FITTINGS-712611DB,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,3.62,1171044
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_22_X22_22_X22_12_X22,"MEP Duct Fittings | Rectangular Tee | Standard | 22""x22""-22""x22""-12""x22""",PART-MEP_DUCT_FITTINGS-D952D0F7,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,4.07,1353303
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_22_X24_22_X24_16_X24,"MEP Duct Fittings | Rectangular Tee | Standard | 22""x24""-22""x24""-16""x24""",PART-MEP_DUCT_FITTINGS-6E108DA1,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,11.44,1286570|1352222
