part_id,part_name,catalog_id,category,sub_category,measure_unit,element_count,takeoff_quantity,takeoff_unit,total_area_sf,total_volume_cf,element_ids
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X18_12_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x18""-12""x13""",PART-MEP_DUCT_FITTINGS-D5B228CA,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.65,1353453
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X22_12_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x22""-12""x13""",PART-MEP_DUCT_FITTINGS-B1030DFA,Parts,MEP Rough-In,EACH,2,2.0,EACH,4.0,2.64,1353455|1353457
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X8_8_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x8""-8""x9""",PART-MEP_DUCT_FITTINGS-7218B363,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.24,1149981
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X9_8_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x9""-8""x9""",PART-MEP_DUCT_FITTINGS-DBB19693,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.25,1232319
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_13_X13_9_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x13""-9""x10""",PART-MEP_DUCT_FITTINGS-0DFCEB50,Parts,MEP Rough-In,EACH,3,3.0,EACH,3.0,1.08,1287494|1287498|1351648
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_13_X14_12_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x14""-12""x10""",PART-MEP_DUCT_FITTINGS-AD43A621,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.42,1292991
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_13_X14_12_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x14""-12""x12""",PART-MEP_DUCT_FITTINGS-AAA83CFE,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.23,1277293
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_13_X14_12_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x14""-12""x13""",PART-MEP_DUCT_FITTINGS-37C78048,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.12,1136714
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X13_13_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x13""-13""x13""",PART-MEP_DUCT_FITTINGS-CF97DD6A,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.12,1239146
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X14_11_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-11""x12""",PART-MEP_DUCT_FITTINGS-3546AA90,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.34,1311563
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X14_14_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-14""x13""",PART-MEP_DUCT_FITTINGS-E72CA7DE,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.13,1255072
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X14_14_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-14""x9""",PART-MEP_DUCT_FITTINGS-86FC2091,Parts,MEP Rough-In,EACH,2,2.0,EACH,2.0,1.12,1293125|1293127
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X14_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-3""x3""",PART-MEP_DUCT_FITTINGS-1EFC8161,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,0.63,1241484
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X17_14_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x17""-14""x15""",PART-MEP_DUCT_FITTINGS-4C77144E,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.31,1154638
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X17_8_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x17""-8""x9""",PART-MEP_DUCT_FITTINGS-A3788091,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,0.82,1154659
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X18_14_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x18""-14""x15""",PART-MEP_DUCT_FITTINGS-1323C450,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.48,1298273
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X20_14_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x20""-14""x15""",PART-MEP_DUCT_FITTINGS-99CF1DC3,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,0.86,1298060
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X4_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x4""-4""x4""",PART-MEP_DUCT_FITTINGS-0E4A4535,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.22,1281321
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X9_13_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x9""-13""x9""",PART-MEP_DUCT_FITTINGS-2D89F3A6,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.08,1292322
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X9_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x9""-5""x5""",PART-MEP_DUCT_FITTINGS-903D11C4,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.44,1293077
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_15_X15_13_X14,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x15""-13""x14""",PART-MEP_DUCT_FITTINGS-1416F44D,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.28,1277294
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_15_X16_14_X14,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x16""-14""x14""",PART-MEP_DUCT_FITTINGS-043AA393,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.3,1293130
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_15_X24_24_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x24""-24""x15""",PART-MEP_DUCT_FITTINGS-F3199AF9,Parts,MEP Rough-In,EACH,1,1.0,EACH,4.0,2.35,1299558
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_15_X30_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x30""-30""x15""",PART-MEP_DUCT_FITTINGS-0F0061B3,Parts,MEP Rough-In,EACH,1,1.0,EACH,6.0,5.11,1299078
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_16_X16_13_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x16""-13""x13""",PART-MEP_DUCT_FITTINGS-5F6DE30B,Parts,MEP Rough-In,EACH,3,3.0,EACH,3.0,1.32,1287492|1287496|1352228
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_16_X17_15_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x17""-15""x15""",PART-MEP_DUCT_FITTINGS-F8B149A1,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.35,1277296
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_16_X17_9_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x17""-9""x9""",PART-MEP_DUCT_FITTINGS-ECD01B32,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,0.93,1240854
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_16_X24_16_X16,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x24""-16""x16""",PART-MEP_DUCT_FITTINGS-B4B1FEA5,Parts,MEP Rough-In,EACH,2,2.0,EACH,6.0,3.58,1287489|1352229
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_17_X18_12_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 17""x18""-12""x13""",PART-MEP_DUCT_FITTINGS-C4254F2C,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,0.79,1353452
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_18_X14_14_X18,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 18""x14""-14""x18""",PART-MEP_DUCT_FITTINGS-A29E51A2,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,0.71,1298249
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_18_X14_15_X16,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 18""x14""-15""x16""",PART-MEP_DUCT_FITTINGS-5DB31BAB,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.52,1136763
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_18_X18_16_X17,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 18""x18""-16""x17""",PART-MEP_DUCT_FITTINGS-E3748A73,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.42,1277298
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X17_16_X17,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x17""-16""x17""",PART-MEP_DUCT_FITTINGS-908EC873,Parts,MEP Rough-In,EACH,2,2.0,EACH,4.0,1.24,1241097|1241098
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X19_12_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-12""x12""",PART-MEP_DUCT_FITTINGS-5A9E1A54,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,1.19,1241233
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X19_14_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-14""x15""",PART-MEP_DUCT_FITTINGS-27D96CCC,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,0.99,1298058
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X19_18_X18,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-18""x18""",PART-MEP_DUCT_FITTINGS-B3C8C341,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.24,1277300
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X19_22_X16,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-22""x16""",PART-MEP_DUCT_FITTINGS-85289532,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,0.75,1298310
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X19_9_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-9""x9""",PART-MEP_DUCT_FITTINGS-260C026C,Parts,MEP Rough-In,EACH,1,1.0,EACH,3.0,1.43,1312280
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X20_28_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x20""-28""x12""",PART-MEP_DUCT_FITTINGS-3EA008C9,Parts,MEP Rough-In,EACH,1,1.0,EACH,4.0,2.33,1340373
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_22_X22_17_X18,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 22""x22""-17""x18""",PART-MEP_DUCT_FITTINGS-653C993E,Parts,MEP Rough-In,EACH,1,1.0,EACH,3.0,1.37,1353454
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_22_X24_16_X16,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 22""x24""-16""x16""",PART-MEP_DUCT_FITTINGS-2536540E,Parts,MEP Rough-In,EACH,1,1.0,EACH,3.0,2.15,1287488
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_24_X15_13_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 24""x15""-13""x13""",PART-MEP_DUCT_FITTINGS-D2E1D2AB,Parts,MEP Rough-In,EACH,1,1.0,EACH,4.0,2.19,1298426
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_24_X15_22_X16,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 24""x15""-22""x16""",PART-MEP_DUCT_FITTINGS-A8A56785,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,0.5,1298679
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_24_X32_32_X24,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 24""x32""-32""x24""",PART-MEP_DUCT_FITTINGS-B07AA4BB,Parts,MEP Rough-In,EACH,1,1.0,EACH,6.0,4.35,1352344
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_28_X12_24_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 28""x12""-24""x12""",PART-MEP_DUCT_FITTINGS-E6CF01A8,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,0.87,1340675
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_28_X22_22_X22,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 28""x22""-22""x22""",PART-MEP_DUCT_FITTINGS-34BA94E4,Parts,MEP Rough-In,EACH,1,1.0,EACH,4.0,2.31,1353456
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X15_14_X20,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-14""x20""",PART-MEP_DUCT_FITTINGS-43A47776,Parts,MEP Rough-In,EACH,1,1.0,EACH,6.0,4.23,1298264
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X15_20_X20,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-20""x20""",PART-MEP_DUCT_FITTINGS-E965EE96,Parts,MEP Rough-In,EACH,2,2.0,EACH,8.0,6.16,1330252|1330798
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X15_24_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-24""x15""",PART-MEP_DUCT_FITTINGS-6DC040FC,Parts,MEP Rough-In,EACH,1,1.0,EACH,3.0,1.7,1299598
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X15_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-30""x15""",PART-MEP_DUCT_FITTINGS-52CE9293,Parts,MEP Rough-In,EACH,1,1.0,EACH,2.0,0.26,1294212
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X24_28_X22,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x24""-28""x22""",PART-MEP_DUCT_FITTINGS-CB1003F2,Parts,MEP Rough-In,EACH,1,1.0,EACH,3.0,0.93,1353661
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X24_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x24""-30""x15""",PART-MEP_DUCT_FITTINGS-BEDC8682,Parts,MEP Rough-In,EACH,1,1.0,EACH,5.0,3.68,1296688
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_31_X24_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 31""x24""-30""x15""",PART-MEP_DUCT_FITTINGS-AC3099DC,Parts,MEP Rough-In,EACH,2,2.0,EACH,10.0,7.16,1320135|1320252
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_32_X24_22_X24,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 32""x24""-22""x24""",PART-MEP_DUCT_FITTINGS-A935C8D8,Parts,MEP Rough-In,EACH,1,1.0,EACH,6.0,4.53,1352466
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_32_X24_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 32""x24""-30""x15""",PART-MEP_DUCT_FITTINGS-F1929721,Parts,MEP Rough-In,EACH,1,1.0,EACH,5.0,3.81,1295955
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_32_X24_32_X24,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 32""x24""-32""x24""",PART-MEP_DUCT_FITTINGS-89976E3B,Parts,MEP Rough-In,EACH,1,1.0,EACH,4.0,0.44,1352465
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_35_X16_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 35""x16""-30""x15""",PART-MEP_DUCT_FITTINGS-CB86EE27,Parts,MEP Rough-In,EACH,4,4.0,EACH,12.0,6.84,1294213|1294267|1295353|1297063
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X10_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x10""-3""x3""",PART-MEP_DUCT_FITTINGS-DE3A5D6D,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.1,1292037
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X13_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x13""-3""x3""",PART-MEP_DUCT_FITTINGS-005097DA,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.17,1136718
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X4_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x4""-3""x3""",PART-MEP_DUCT_FITTINGS-4225B5C7,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,0.01,1129429|1231032|1291253
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X5_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x5""-3""x3""",PART-MEP_DUCT_FITTINGS-048EFCE5,Parts,MEP Rough-In,EACH,5,5.0,EACH,0.0,0.08,1129427|1231013|1232738|1291244|1291249
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X6_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x6""-3""x3""",PART-MEP_DUCT_FITTINGS-666BA823,Parts,MEP Rough-In,EACH,5,5.0,EACH,0.0,0.12,1129425|1135950|1232708|1291234|1291238
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X7_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x7""-3""x3""",PART-MEP_DUCT_FITTINGS-E025CBE6,Parts,MEP Rough-In,EACH,4,4.0,EACH,0.0,0.16,1129421|1129423|1291226|1291230
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X8_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x8""-3""x3""",PART-MEP_DUCT_FITTINGS-193EF2EC,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,0.18,1291214|1291218|1291222
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X9_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x9""-3""x3""",PART-MEP_DUCT_FITTINGS-E22F908F,Parts,MEP Rough-In,EACH,4,4.0,EACH,0.0,0.32,1291203|1291208|1291212|1292355
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X4_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x4""-3""x3""",PART-MEP_DUCT_FITTINGS-CE339196,Parts,MEP Rough-In,EACH,5,5.0,EACH,0.0,0.01,1129428|1149344|1230927|1291252|1317447
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X4_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x4""-4""x4""",PART-MEP_DUCT_FITTINGS-DB8CC475,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,0.0,1293240|1293360|1293367
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X5_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x5""-4""x4""",PART-MEP_DUCT_FITTINGS-7D60C443,Parts,MEP Rough-In,EACH,5,5.0,EACH,0.0,0.07,1149882|1223160|1291248|1293316|1293489
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X6_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x6""-4""x4""",PART-MEP_DUCT_FITTINGS-F9C5FF56,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.03,1149880
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X7_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x7""-4""x4""",PART-MEP_DUCT_FITTINGS-D9CFCEB5,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,0.12,1149878|1233486|1293530
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X8_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x8""-4""x4""",PART-MEP_DUCT_FITTINGS-C54535C7,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.12,1149876|1233483
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X8_4_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x8""-4""x5""",PART-MEP_DUCT_FITTINGS-6AFD0F59,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.06,1135944
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X9_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x9""-4""x4""",PART-MEP_DUCT_FITTINGS-493905F8,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.08,1149874
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X12_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x12""-5""x5""",PART-MEP_DUCT_FITTINGS-97C6AC5F,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.19,1136699
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X14_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x14""-5""x5""",PART-MEP_DUCT_FITTINGS-BB6A9FE1,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.28,1136715
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X5_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x5""-4""x4""",PART-MEP_DUCT_FITTINGS-BEFA7952,Parts,MEP Rough-In,EACH,6,6.0,EACH,0.0,0.1,1129426|1135947|1149342|1149881|1290594|1293366
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X5_4_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x5""-4""x5""",PART-MEP_DUCT_FITTINGS-97540881,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.02,1291243|1292131
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X5_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x5""-5""x5""",PART-MEP_DUCT_FITTINGS-EDB7E036,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.01,1288014
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X6_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x6""-5""x5""",PART-MEP_DUCT_FITTINGS-2ECBFA62,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.02,1135949|1287940
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X10_6_X6,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x10""-6""x6""",PART-MEP_DUCT_FITTINGS-4A176406,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.12,1232552
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X15_6_X6,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x15""-6""x6""",PART-MEP_DUCT_FITTINGS-4E7802A3,Parts,MEP Rough-In,EACH,2,2.0,EACH,2.0,0.8,1147287|1147288
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X6_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x6""-5""x5""",PART-MEP_DUCT_FITTINGS-FC928AF5,Parts,MEP Rough-In,EACH,5,5.0,EACH,0.0,0.1,1129424|1149340|1149879|1291237|1293315
